Method:,Hadamard 1,,
1195.874938,1.510594,386738.000000,11935.000000
1199.468681,1.512352,391755.000000,12041.000000
1203.058007,1.512899,397005.000000,12187.000000
1206.642915,1.513115,402743.000000,12357.000000
1210.223407,1.507483,408846.000000,12708.000000
1213.799481,1.510724,414567.000000,12790.000000
1217.371139,1.506692,420274.000000,13087.000000
1222.126477,1.499194,429462.000000,13606.000000
1225.687828,1.495963,436148.000000,13921.000000
1229.244762,1.493708,442616.000000,14201.000000
1232.797279,1.493009,449528.000000,14446.000000
1236.345378,1.489522,456181.000000,14778.000000
1239.889061,1.488261,463539.000000,15060.000000
1243.428326,1.481643,470079.000000,15507.000000
1246.963175,1.482022,477832.000000,15749.000000
1250.493606,1.478856,486017.000000,16136.000000
1254.019620,1.477676,493169.000000,16418.000000
1257.541217,1.475732,500985.000000,16753.000000
1262.229809,1.476897,512345.000000,17087.000000
1265.741100,1.476524,521283.000000,17400.000000
1269.247974,1.474649,529269.000000,17743.000000
1272.750430,1.476185,537340.000000,17950.000000
1276.248470,1.480303,545875.000000,18063.000000
1279.742092,1.482604,555063.000000,18270.000000
1283.231297,1.481284,564343.000000,18632.000000
1286.716086,1.485224,572146.000000,18719.000000
1290.196457,1.489305,579645.000000,18787.000000
1293.672411,1.493531,587401.000000,18854.000000
1297.143948,1.497996,594698.000000,18893.000000
1300.611068,1.505536,600598.000000,18752.000000
1305.227024,1.515365,608153.000000,18563.000000
1308.683837,1.526413,613606.000000,18259.000000
1312.136234,1.534240,618333.000000,18071.000000
1315.584213,1.545947,622186.000000,17700.000000
1319.027775,1.557072,626212.000000,17364.000000
1322.466920,1.569207,629123.000000,16964.000000
1325.901648,1.586553,632257.000000,16381.000000
1329.331960,1.595303,634373.000000,16108.000000
1332.757853,1.608656,637449.000000,15696.000000
1336.179330,1.622734,638859.000000,15229.000000
1339.596390,1.634276,639307.000000,14840.000000
1343.009033,1.648366,639741.000000,14376.000000
1347.552352,1.661917,639954.000000,13939.000000
1350.954689,1.669803,639197.000000,13672.000000
1354.352608,1.686602,637095.000000,13110.000000
1357.746110,1.695945,635707.000000,12803.000000
1361.135195,1.705115,635123.000000,12524.000000
1364.519863,1.714176,634326.000000,12250.000000
1367.900114,1.728206,633706.000000,11849.000000
1371.275948,1.742929,632818.000000,11438.000000
1374.647365,1.754698,631840.000000,11115.000000
1378.014364,1.776044,630473.000000,10559.000000
1381.376947,1.789514,628531.000000,10205.000000
1384.735112,1.810216,626532.000000,9699.000000
1389.205796,1.839594,624624.000000,9037.000000
1392.553655,1.860018,623113.000000,8601.000000
1395.897097,1.875285,620419.000000,8268.000000
1399.236121,1.884123,617552.000000,8064.000000
1402.570729,1.904422,614762.000000,7661.000000
1405.900920,1.911385,612223.000000,7508.000000
1409.226694,1.912292,609090.000000,7454.000000
1412.548050,1.918628,606267.000000,7312.000000
1415.864990,1.925518,604085.000000,7171.000000
1419.177512,1.933526,601598.000000,7011.000000
1422.485618,1.928775,599041.000000,7058.000000
1425.789306,1.931991,597337.000000,6986.000000
1430.187353,1.933125,596156.000000,6954.000000
1433.480735,1.933583,594897.000000,6932.000000
1436.769700,1.942404,593265.000000,6774.000000
1440.054247,1.930294,592538.000000,6957.000000
1443.334378,1.934427,592442.000000,6890.000000
1446.610092,1.937061,591634.000000,6839.000000
1449.881388,1.938164,590624.000000,6810.000000
1453.148268,1.942239,589538.000000,6734.000000
1456.410730,1.940250,588501.000000,6753.000000
1459.668775,1.946617,587287.000000,6641.000000
1462.922403,1.948307,585671.000000,6597.000000
1467.253703,1.942041,582794.000000,6660.000000
1470.497025,1.934066,580610.000000,6758.000000
1473.735930,1.941855,577909.000000,6607.000000
1476.970417,1.942389,575029.000000,6566.000000
1480.200488,1.948338,572573.000000,6449.000000
1483.426141,1.947076,569317.000000,6431.000000
1486.647377,1.943680,566200.000000,6446.000000
1489.864197,1.946655,563548.000000,6372.000000
1493.076599,1.945935,560672.000000,6350.000000
1496.284584,1.956353,557463.000000,6164.000000
1499.488152,1.942168,554342.000000,6333.000000
1502.687303,1.950667,551461.000000,6178.000000
1506.945967,1.943268,547148.000000,6235.000000
1510.134811,1.937575,543660.000000,6277.000000
1513.319239,1.946229,539758.000000,6109.000000
1516.499249,1.936554,535471.000000,6197.000000
1519.674842,1.936694,532013.000000,6155.000000
1522.846019,1.933280,528361.000000,6161.000000
1526.012778,1.938338,524573.000000,6046.000000
1529.175120,1.934236,520416.000000,6055.000000
1532.333045,1.936635,516298.000000,5974.000000
1535.486553,1.936695,511961.000000,5923.000000
1538.635644,1.931301,507264.000000,5942.000000
1541.780317,1.926339,502598.000000,5955.000000
1545.966345,1.921938,495525.000000,5931.000000
1549.100712,1.924599,490417.000000,5834.000000
1552.230662,1.922816,485561.000000,5800.000000
1555.356195,1.926248,480300.000000,5692.000000
1558.477312,1.921594,475181.000000,5692.000000
1561.594011,1.922342,469394.000000,5613.000000
1564.706292,1.916697,463084.000000,5610.000000
1567.814157,1.912829,456769.000000,5583.000000
1570.917605,1.917944,449763.000000,5433.000000
1574.016636,1.912685,442305.000000,5408.000000
1577.111250,1.915387,435601.000000,5293.000000
1580.201446,1.908735,429304.000000,5297.000000
1584.314837,1.906525,419868.000000,5207.000000
1587.394727,1.905483,412909.000000,5133.000000
1590.470200,1.902774,405705.000000,5075.000000
1593.541256,1.908400,398199.000000,4917.000000
1596.607895,1.891923,391483.000000,5021.000000
1599.670117,1.898912,384206.000000,4849.000000
1602.727922,1.904687,376903.000000,4694.000000
1605.781309,1.898463,369166.000000,4664.000000
1608.830280,1.890975,361766.000000,4650.000000
1611.874833,1.887132,354492.000000,4597.000000
1614.914970,1.901509,346895.000000,4352.000000
1618.961614,1.883676,336764.000000,4402.000000
1621.991444,1.890932,328280.000000,4220.000000
1625.016857,1.883440,320983.000000,4198.000000
1628.037853,1.885630,313615.000000,4081.000000
1631.054431,1.879195,305822.000000,4039.000000
1634.066593,1.889622,298052.000000,3843.000000
1637.074338,1.875919,289847.000000,3857.000000
1640.077665,1.878101,282546.000000,3741.000000
1643.076576,1.873561,275048.000000,3680.000000
1646.071069,1.874462,267456.000000,3571.000000
1649.061145,1.863641,259413.000000,3551.000000
1652.046804,1.869073,251508.000000,3400.000000
1656.020812,1.867519,240659.000000,3265.000000
1658.996165,1.866997,231683.000000,3147.000000
1661.967101,1.860972,221811.000000,3055.000000
1664.933619,1.852789,211187.000000,2964.000000
1667.895721,1.846303,198159.000000,2823.000000
1670.853405,1.834888,183583.000000,2685.000000
1673.806673,1.823624,166424.000000,2498.000000
1676.755523,1.792618,147885.000000,2384.000000
1679.699956,1.791450,128928.000000,2084.000000
1682.639972,1.744330,110621.000000,1993.000000
1685.575571,1.766923,94076.000000,1609.000000
1688.506753,1.798971,79942.000000,1270.000000
1692.408125,1.739457,64161.000000,1169.000000
1695.329001,1.765402,54477.000000,935.000000
1698.245459,1.792094,46654.000000,753.000000
1701.157501,1.773628,40021.000000,674.000000
