Method:,Hadamard 1,,
1113.232014,1.345084,320031.000000,14458.000000
1116.925877,1.353063,322065.000000,14285.000000
1120.615323,1.364006,324387.000000,14030.000000
1124.300352,1.368102,326504.000000,13989.000000
1127.980964,1.378749,328628.000000,13739.000000
1132.881575,1.399281,331748.000000,13229.000000
1136.551880,1.420163,334038.000000,12695.000000
1140.217768,1.440267,336305.000000,12203.000000
1143.879240,1.465171,338467.000000,11597.000000
1147.536294,1.482180,341029.000000,11236.000000
1151.188931,1.502509,343568.000000,10802.000000
1154.837150,1.522738,346388.000000,10395.000000
1158.480953,1.525866,348724.000000,10390.000000
1162.120339,1.538243,351242.000000,10171.000000
1165.755308,1.548111,353874.000000,10017.000000
1169.385859,1.556825,356649.000000,9895.000000
1173.011994,1.558562,359562.000000,9936.000000
1177.839969,1.563627,363963.000000,9941.000000
1181.455797,1.572203,367114.000000,9831.000000
1185.067208,1.574583,371459.000000,9893.000000
1188.674202,1.575558,376057.000000,9993.000000
1192.276779,1.578699,381213.000000,10057.000000
1195.874938,1.582022,386738.000000,10125.000000
1199.468681,1.582460,391755.000000,10246.000000
1203.058007,1.585243,397005.000000,10317.000000
1206.642915,1.583012,402743.000000,10520.000000
1210.223407,1.580717,408846.000000,10736.000000
1213.799481,1.584372,414567.000000,10795.000000
1217.371139,1.580760,420274.000000,11035.000000
1222.126477,1.577508,429462.000000,11361.000000
1225.687828,1.575138,436148.000000,11601.000000
1229.244762,1.571320,442616.000000,11877.000000
1232.797279,1.569111,449528.000000,12124.000000
1236.345378,1.567259,456181.000000,12356.000000
1239.889061,1.568031,463539.000000,12533.000000
1243.428326,1.562491,470079.000000,12873.000000
1246.963175,1.559722,477832.000000,13169.000000
1250.493606,1.559709,486017.000000,13395.000000
1254.019620,1.560416,493169.000000,13570.000000
1257.541217,1.556841,500985.000000,13899.000000
1262.229809,1.557825,512345.000000,14182.000000
1265.741100,1.559103,521283.000000,14387.000000
1269.247974,1.556093,529269.000000,14709.000000
1272.750430,1.555434,537340.000000,14956.000000
1276.248470,1.558519,545875.000000,15086.000000
1279.742092,1.562384,555063.000000,15204.000000
1283.231297,1.561744,564343.000000,15481.000000
1286.716086,1.566895,572146.000000,15510.000000
1290.196457,1.567069,579645.000000,15707.000000
1293.672411,1.572814,587401.000000,15708.000000
1297.143948,1.578729,594698.000000,15688.000000
1300.611068,1.584903,600598.000000,15620.000000
1305.227024,1.594382,608153.000000,15475.000000
1308.683837,1.600595,613606.000000,15392.000000
1312.136234,1.613052,618333.000000,15072.000000
1315.584213,1.619686,622186.000000,14936.000000
1319.027775,1.632071,626212.000000,14610.000000
1322.466920,1.646876,629123.000000,14186.000000
1325.901648,1.657660,632257.000000,13907.000000
1329.331960,1.672172,634373.000000,13495.000000
1332.757853,1.684234,637449.000000,13189.000000
1336.179330,1.696063,638859.000000,12863.000000
1339.596390,1.706305,639307.000000,12572.000000
1343.009033,1.714161,639741.000000,12355.000000
1347.552352,1.729873,639954.000000,11920.000000
1350.954689,1.742527,639197.000000,11564.000000
1354.352608,1.750089,637095.000000,11327.000000
1357.746110,1.760170,635707.000000,11043.000000
1361.135195,1.768069,635123.000000,10834.000000
1364.519863,1.776474,634326.000000,10613.000000
1367.900114,1.788587,633706.000000,10311.000000
1371.275948,1.800585,632818.000000,10016.000000
1374.647365,1.812271,631840.000000,9735.000000
1378.014364,1.832774,630473.000000,9266.000000
1381.376947,1.846698,628531.000000,8946.000000
1384.735112,1.873958,626532.000000,8375.000000
1389.205796,1.901857,624624.000000,7830.000000
1392.553655,1.922003,623113.000000,7457.000000
1395.897097,1.941794,620419.000000,7094.000000
1399.236121,1.958420,617552.000000,6796.000000
1402.570729,1.963281,614762.000000,6690.000000
1405.900920,1.975536,612223.000000,6477.000000
1409.226694,1.986238,609090.000000,6287.000000
1412.548050,1.987201,606267.000000,6244.000000
1415.864990,2.000853,604085.000000,6029.000000
1419.177512,2.002605,601598.000000,5980.000000
1422.485618,2.004402,599041.000000,5930.000000
1425.789306,1.998938,597337.000000,5988.000000
1430.187353,2.005687,596156.000000,5884.000000
1433.480735,2.016590,594897.000000,5726.000000
1436.769700,2.014337,593265.000000,5740.000000
1440.054247,2.022980,592538.000000,5620.000000
1443.334378,2.012374,592442.000000,5758.000000
1446.610092,2.024564,591634.000000,5591.000000
1449.881388,2.025222,590624.000000,5573.000000
1453.148268,2.025437,589538.000000,5560.000000
1456.410730,2.026473,588501.000000,5537.000000
1459.668775,2.021827,587287.000000,5585.000000
1462.922403,2.031496,585671.000000,5447.000000
1467.253703,2.027052,582794.000000,5476.000000
1470.497025,2.022812,580610.000000,5509.000000
1473.735930,2.025543,577909.000000,5449.000000
1476.970417,2.018144,575029.000000,5515.000000
1480.200488,2.022312,572573.000000,5439.000000
1483.426141,2.028138,569317.000000,5336.000000
1486.647377,2.028776,566200.000000,5299.000000
1489.864197,2.022171,563548.000000,5355.000000
1493.076599,2.019868,560672.000000,5356.000000
1496.284584,2.027714,557463.000000,5230.000000
1499.488152,2.025941,554342.000000,5222.000000
1502.687303,2.022266,551461.000000,5239.000000
1506.945967,2.024362,547148.000000,5173.000000
1510.134811,2.028439,543660.000000,5092.000000
1513.319239,2.023863,539758.000000,5109.000000
1516.499249,2.017013,535471.000000,5149.000000
1519.674842,2.020144,532013.000000,5079.000000
1522.846019,2.019553,528361.000000,5051.000000
1526.012778,2.017117,524573.000000,5043.000000
1529.175120,2.006826,520416.000000,5123.000000
1532.333045,2.017069,516298.000000,4964.000000
1535.486553,2.013580,511961.000000,4962.000000
1538.635644,2.017616,507264.000000,4871.000000
1541.780317,2.011734,502598.000000,4892.000000
1545.966345,2.003277,495525.000000,4918.000000
1549.100712,2.011683,490417.000000,4774.000000
1552.230662,2.002746,485561.000000,4825.000000
1555.356195,2.005276,480300.000000,4745.000000
1558.477312,2.009780,475181.000000,4646.000000
1561.594011,1.999902,469394.000000,4695.000000
1564.706292,2.000454,463084.000000,4626.000000
1567.814157,1.992431,456769.000000,4648.000000
1570.917605,1.983388,449763.000000,4673.000000
1574.016636,1.995511,442305.000000,4469.000000
1577.111250,1.999005,435601.000000,4366.000000
1580.201446,1.989510,429304.000000,4398.000000
1584.314837,1.992787,419868.000000,4269.000000
1587.394727,1.994055,412909.000000,4186.000000
1590.470200,1.995003,405705.000000,4104.000000
1593.541256,1.995119,398199.000000,4027.000000
1596.607895,1.984508,391483.000000,4057.000000
1599.670117,2.002387,384206.000000,3821.000000
1602.727922,1.986615,376903.000000,3887.000000
1605.781309,1.977495,369166.000000,3888.000000
1608.830280,1.988937,361766.000000,3711.000000
1611.874833,1.972689,354492.000000,3775.000000
1614.914970,1.973878,346895.000000,3684.000000
1618.961614,1.969458,336764.000000,3613.000000
1621.991444,1.983490,328280.000000,3410.000000
1625.016857,1.982216,320983.000000,3344.000000
1628.037853,1.970445,313615.000000,3357.000000
1631.054431,1.976401,305822.000000,3229.000000
1634.066593,1.971592,298052.000000,3182.000000
1637.074338,1.979438,289847.000000,3039.000000
1640.077665,1.974547,282546.000000,2996.000000
1643.076576,1.958109,275048.000000,3029.000000
1646.071069,1.947389,267456.000000,3019.000000
1649.061145,1.949502,259413.000000,2914.000000
1652.046804,1.954481,251508.000000,2793.000000
1656.020812,1.955379,240659.000000,2667.000000
1658.996165,1.947755,231683.000000,2613.000000
1661.967101,1.954695,221811.000000,2462.000000
1664.933619,1.940852,211187.000000,2420.000000
1667.895721,1.937748,198159.000000,2287.000000
1670.853405,1.926773,183583.000000,2173.000000
1673.806673,1.923018,166424.000000,1987.000000
1676.755523,1.926638,147885.000000,1751.000000
1679.699956,1.856283,128928.000000,1795.000000
1682.639972,1.872696,110621.000000,1483.000000
1685.575571,1.848323,94076.000000,1334.000000
1688.506753,1.881172,79942.000000,1051.000000
1692.408125,1.834606,64161.000000,939.000000
1695.329001,1.841897,54477.000000,784.000000
1698.245459,1.824412,46654.000000,699.000000
1701.157501,1.882957,40021.000000,524.000000
