Method:,Hadamard 1,,
1322.466920,1.780368,629123.000000,10432.000000
1325.901648,1.790212,632257.000000,10249.000000
1329.331960,1.797636,634373.000000,10109.000000
1332.757853,1.808679,637449.000000,9903.000000
1336.179330,1.818231,638859.000000,9709.000000
1339.596390,1.835084,639307.000000,9346.000000
1343.009033,1.838456,639741.000000,9280.000000
1347.552352,1.845916,639954.000000,9125.000000
1350.954689,1.854200,639197.000000,8942.000000
1354.352608,1.859771,637095.000000,8799.000000
1357.746110,1.871647,635707.000000,8543.000000
1361.135195,1.882004,635123.000000,8334.000000
1364.519863,1.885385,634326.000000,8259.000000
1367.900114,1.892171,633706.000000,8123.000000
1371.275948,1.896834,632818.000000,8025.000000
1374.647365,1.909572,631840.000000,7781.000000
1378.014364,1.923853,630473.000000,7513.000000
1381.376947,1.931626,628531.000000,7357.000000
1384.735112,1.946113,626532.000000,7093.000000
1389.205796,1.964069,624624.000000,6785.000000
1392.553655,1.967650,623113.000000,6713.000000
1395.897097,1.975252,620419.000000,6568.000000
1399.236121,1.987012,617552.000000,6363.000000
1402.570729,1.988402,614762.000000,6314.000000
1405.900920,1.991516,612223.000000,6243.000000
1409.226694,1.992851,609090.000000,6192.000000
1412.548050,1.994920,606267.000000,6134.000000
1415.864990,2.006581,604085.000000,5950.000000
1419.177512,2.003259,601598.000000,5971.000000
1422.485618,2.002575,599041.000000,5955.000000
1425.789306,2.005147,597337.000000,5903.000000
1430.187353,2.008575,596156.000000,5845.000000
1433.480735,2.010266,594897.000000,5810.000000
1436.769700,2.005722,593265.000000,5855.000000
1440.054247,2.005486,592538.000000,5851.000000
1443.334378,2.014794,592442.000000,5726.000000
1446.610092,2.016254,591634.000000,5699.000000
1449.881388,2.012172,590624.000000,5743.000000
1453.148268,2.014713,589538.000000,5699.000000
1456.410730,2.016164,588501.000000,5670.000000
1459.668775,2.017725,587287.000000,5638.000000
1462.922403,2.012389,585671.000000,5692.000000
1467.253703,2.020128,582794.000000,5564.000000
1470.497025,2.014225,580610.000000,5619.000000
1473.735930,2.017488,577909.000000,5551.000000
1476.970417,2.016729,575029.000000,5533.000000
1480.200488,2.020559,572573.000000,5461.000000
1483.426141,2.016811,569317.000000,5477.000000
1486.647377,2.016255,566200.000000,5454.000000
1489.864197,2.020876,563548.000000,5371.000000
1493.076599,2.019706,560672.000000,5358.000000
1496.284584,2.020386,557463.000000,5319.000000
1499.488152,2.017458,554342.000000,5325.000000
1502.687303,2.019869,551461.000000,5268.000000
1506.945967,2.020518,547148.000000,5219.000000
1510.134811,2.021081,543660.000000,5179.000000
1513.319239,2.022336,539758.000000,5127.000000
1516.499249,2.016676,535471.000000,5153.000000
1519.674842,2.011928,532013.000000,5176.000000
1522.846019,2.006927,528361.000000,5200.000000
1526.012778,2.018324,524573.000000,5029.000000
1529.175120,2.020519,520416.000000,4964.000000
1532.333045,2.022350,516298.000000,4904.000000
1535.486553,2.005086,511961.000000,5060.000000
1538.635644,2.002201,507264.000000,5047.000000
1541.780317,2.007670,502598.000000,4938.000000
1545.966345,2.003100,495525.000000,4920.000000
1549.100712,2.002858,490417.000000,4872.000000
1552.230662,2.007179,485561.000000,4776.000000
1555.356195,2.003723,480300.000000,4762.000000
1558.477312,2.021049,475181.000000,4527.000000
1561.594011,2.006708,469394.000000,4622.000000
1564.706292,2.002430,463084.000000,4605.000000
1567.814157,1.997789,456769.000000,4591.000000
1570.917605,2.000834,449763.000000,4489.000000
1574.016636,2.002170,442305.000000,4401.000000
1577.111250,1.998806,435601.000000,4368.000000
1580.201446,2.003763,429304.000000,4256.000000
1584.314837,2.006742,419868.000000,4134.000000
1587.394727,1.991985,412909.000000,4206.000000
1590.470200,1.993102,405705.000000,4122.000000
1593.541256,1.987316,398199.000000,4100.000000
1596.607895,1.990870,391483.000000,3998.000000
1599.670117,2.000120,384206.000000,3841.000000
1602.727922,2.005453,376903.000000,3722.000000
1605.781309,1.986297,369166.000000,3810.000000
1608.830280,1.999959,361766.000000,3618.000000
1611.874833,1.985177,354492.000000,3668.000000
1614.914970,1.996875,346895.000000,3494.000000
1618.961614,1.991525,336764.000000,3434.000000
1621.991444,1.979181,328280.000000,3444.000000
1625.016857,1.982476,320983.000000,3342.000000
1628.037853,1.992470,313615.000000,3191.000000
1631.054431,1.993267,305822.000000,3106.000000
1634.066593,1.987295,298052.000000,3069.000000
1637.074338,1.980870,289847.000000,3029.000000
1640.077665,1.967787,282546.000000,3043.000000
1643.076576,1.995833,275048.000000,2777.000000
1646.071069,1.977465,267456.000000,2817.000000
1649.061145,1.979583,259413.000000,2719.000000
1652.046804,1.972741,251508.000000,2678.000000
1656.020812,1.970625,240659.000000,2575.000000
1658.996165,1.962289,231683.000000,2527.000000
1661.967101,1.965410,221811.000000,2402.000000
1664.933619,1.950652,211187.000000,2366.000000
1667.895721,1.950270,198159.000000,2222.000000
1670.853405,1.961285,183583.000000,2007.000000
1673.806673,1.940865,166424.000000,1907.000000
1676.755523,1.928378,147885.000000,1744.000000
1679.699956,1.889716,128928.000000,1662.000000
1682.639972,1.889414,110621.000000,1427.000000
1685.575571,1.876222,94076.000000,1251.000000
1688.506753,1.898024,79942.000000,1011.000000
1692.408125,1.867253,64161.000000,871.000000
1695.329001,1.855400,54477.000000,760.000000
1698.245459,1.912253,46654.000000,571.000000
1701.157501,1.873934,40021.000000,535.000000
